74.42787516498132,74.87452559027217,74.07852226768632,74.72209225822687,74.81062448307574,75.47281780264203,75.38823212296222,73.24805893173824,75.93399412377315,75.4499638447018,1
76.33867055301936,75.8206071209468,74.736827792016,75.80806202014348,75.66112442707511,74.16603355875023,74.04340895212233,74.41753544490723,75.37773785031662,76.24176952283713,0
74.49500609486091,74.4038576353285,74.29197551614499,75.8468588702803,75.8458635379111,74.87492442867784,74.23602007054389,73.62658609800056,75.46598443347573,74.89291085753848,1
77.4285606249463,74.33713817915739,74.72031020476425,76.61641138623789,76.43031154357992,73.85959427221233,73.25459277255712,74.2640863952335,75.47102371789475,74.45709994907052,0
74.13955573790116,74.6088565711086,75.80564561411676,75.28740756784362,75.16765402909739,74.3730032466834,74.55453772341757,75.4469906176131,74.88216637477387,73.06576488876794,0
73.76945472863454,75.14577870299466,74.0405964821352,75.473765002944,75.3531409539625,74.34229041888791,74.38540267132637,74.70548167193631,75.09715605868485,73.63055342105272,0
75.96937958503433,75.74587390386046,73.42407566533753,76.52802394689726,76.90474494494981,76.6271878893665,74.21166743669816,74.88370039780894,75.70674359929178,74.50452910875943,1
74.97706794428291,76.095549770537,75.88863898361284,76.70577454470343,77.01345584766412,76.26400372941666,73.94399790449228,75.56886682826551,73.96297884741195,74.63840578106803,1
74.36740694638058,75.69020240652564,74.3591663931075,76.18360837158284,76.48334595664562,76.29923505804615,74.40171963512914,75.71436019605196,74.87149717095073,75.89399292601182,1
74.88215330980941,74.6336265519629,76.1607741081701,77.20325491544084,76.96654120739296,73.5285391061652,72.6473442507995,72.138418175122,74.11359436965783,75.81497437641788,0
76.16462487385608,75.21135135106977,74.55067754328432,73.11053381084331,73.18706233802627,75.64280384046087,76.82040512380827,75.38443447747645,76.41543681797671,75.24051631689366,1
77.17158555759124,75.71469273424043,76.70674208231866,74.4610216121132,74.80986284760822,76.78410527833012,76.02912461324445,74.49331374721855,74.50162669383884,76.17562554936286,1
